9.42477796041021	3.00768239041794E-09
9.25024503521021	2.33820904892966E-09
9.07571211001021	1.64479849745158E-09
8.90117918481021	1.50557440672783E-09
8.72664625961021	1.85586952497452E-09
8.55211333441021	2.12976894189602E-09
8.37758040941021	4.00342591539246E-09
8.20304748441021	4.97235440672783E-09
8.02851455841021	5.67956335372069E-09
7.85398163341021	8.01241529561672E-09
7.67944870841021	7.70004695514781E-09
7.50491578341021	8.57397218348624E-09
7.33038285841021	8.0171238980632E-09
7.15584993241021	8.41599177166157E-09
6.98131700741021	7.04939882568807E-09
6.80678408241021	6.38296843730887E-09
6.63225115741021	5.89520803771662E-09
6.45771823241021	5.5136456116208E-09
6.28318530641021	4.30910468399592E-09
6.10865238141021	2.91188393068298E-09
5.93411945641021	2.36425825993884E-09
5.75958653141021	1.47011396126402E-09
5.58505360641021	1.98455620897044E-09
5.41052068041021	2.26335715086646E-09
5.23598775541021	3.47429107849133E-09
5.06145483041021	5.50392436187564E-09
4.88692190541021	7.19377066666667E-09
4.71238898041021	9.21912749133537E-09
4.53785605441021	9.40403739755352E-09
4.36332312941021	8.98380489296636E-09
4.18879020441021	8.84936757900102E-09
4.01425727941021	7.76578441284404E-09
3.83972435441021	6.38747583384302E-09
3.66519142841021	6.76742803261978E-09
3.49065850341021	5.3985306432212E-09
3.31612557841021	4.12180515392457E-09
3.14159265341021	3.00768239041794E-09
