2062					
0.000025	0.010719	0.005444	0.014028	0.000745	0.453455425
0.005444	0.014028	0.006807	0.014861	0.000745	0.453455425
0.006807	0.014861	0.007885	0.015519	0.000745	0.453455425
0.007885	0.015519	0.008479	0.016056	0.000745	0.453455425
0.008479	0.016056	0.010869	0.018219	0.000745	0.453455425
0.010869	0.018219	0.011568	0.018851	0.000745	0.453455425
0.011568	0.018851	0.011854	0.01911	0.000745	0.453455425
0.011854	0.01911	0.014235	0.020697	0.000745	0.453455425
0.014235	0.020697	0.014964	0.020967	0.000745	0.453455425
0.014964	0.020967	0.018078	0.022117	0.000745	0.453455425
0.018078	0.022117	0.020169	0.022889	0.000745	0.453455425
0.020169	0.022889	0.021671	0.02364	0.000745	0.453455425
0.021671	0.02364	0.022078	0.023844	0.000745	0.453455425
0.022078	0.023844	0.022549	0.02408	0.000745	0.453455425
0.022549	0.02408	0.02478	0.025195	0.000745	0.453455425
0.008479	0.016056	0.008623	0.018065	0.00013	0.0138073
0.008623	0.018065	0.008754	0.019903	0.00013	0.0138073
0.008754	0.019903	0.008937	0.021782	0.00013	0.0138073
0.008937	0.021782	0.008964	0.022053	0.00013	0.0138073
0.008964	0.022053	0.009063	0.02307	0.00013	0.0138073
0.009063	0.02307	0.009163	0.024097	0.00013	0.0138073
0.009163	0.024097	0.009359	0.026102	0.00013	0.0138073
0.009359	0.026102	0.00936	0.026112	0.00013	0.0138073
0.007242	0.025346	0.00936	0.026112	0.000186	0.028264932
0.00936	0.026112	0.01038	0.02648	0.000186	0.028264932
0.01038	0.02648	0.012278	0.027214	0.000186	0.028264932
0.012278	0.027214	0.015369	0.028408	0.000186	0.028264932
0.015369	0.028408	0.015621	0.028484	0.000186	0.028264932
0.015621	0.028484	0.015885	0.028563	0.000186	0.028264932
0.015885	0.028563	0.01964	0.029693	0.000186	0.028264932
0.01964	0.029693	0.022399	0.029995	0.000186	0.028264932
0.022399	0.029995	0.024497	0.030562	0.000186	0.028264932
0.010869	0.018219	0.011382	0.019462	0.000131	0.014020537
0.011382	0.019462	0.011759	0.020376	0.000131	0.014020537
0.011759	0.020376	0.012326	0.02236	0.000131	0.014020537
0.012326	0.02236	0.013933	0.025686	0.000131	0.014020537
0.013933	0.025686	0.015885	0.028563	0.000131	0.014020537
0.023816	0.028304	0.024912	0.028722	0.000107	0.009353833
0.024912	0.028722	0.02504	0.028771	0.000107	0.009353833
0.02504	0.028771	0.025574	0.028975	0.000107	0.009353833
0.018078	0.022117	0.018636	0.023732	0.000107	0.009353833
0.018636	0.023732	0.018666	0.023821	0.000107	0.009353833
0.018666	0.023821	0.018997	0.024779	0.000107	0.009353833
0.018997	0.024779	0.02032	0.02665	0.000107	0.009353833
0.02032	0.02665	0.022305	0.027728	0.000107	0.009353833
0.022305	0.027728	0.023816	0.028304	0.000107	0.009353833
0.018109	0.023532	0.018113	0.023552	0.000069	0.003889737
0.018113	0.023552	0.01879	0.026764	0.000069	0.003889737
0.01879	0.026764	0.019073	0.027652	0.000069	0.003889737
0.000271	0.005548	0.001913	0.007336	0.000236	0.045503632
0.001913	0.007336	0.003066	0.009226	0.000236	0.045503632
0.003066	0.009226	0.004125	0.010373	0.000236	0.045503632
0.004125	0.010373	0.004426	0.0107	0.000236	0.045503632
0.004426	0.0107	0.004804	0.011493	0.000236	0.045503632
0.004804	0.011493	0.005073	0.012556	0.000236	0.045503632
0.005073	0.012556	0.005444	0.014028	0.000236	0.045503632
0.018356	0.012146	0.018371	0.015005	0.000099	0.008007417
0.018371	0.015005	0.018534	0.016955	0.000099	0.008007417
0.018534	0.016955	0.018875	0.018637	0.000099	0.008007417
0.018875	0.018637	0.019593	0.020584	0.000099	0.008007417
0.01569	0.010641	0.015419	0.013828	0.000074	0.004473892
0.015419	0.013828	0.015356	0.015027	0.000074	0.004473892
0.015356	0.015027	0.015303	0.016048	0.000074	0.004473892
0.015303	0.016048	0.015359	0.017031	0.000074	0.004473892
0.015359	0.017031	0.015385	0.019933	0.000074	0.004473892
0.012612	0.008904	0.011811	0.011747	0.000182	0.027062308
0.011811	0.011747	0.011315	0.013667	0.000182	0.027062308
0.011315	0.013667	0.010975	0.015727	0.000182	0.027062308
0.010975	0.015727	0.01071	0.016521	0.000182	0.027062308
0.011854	0.01911	0.014358	0.01979	0.000113	0.010432273
0.014358	0.01979	0.015385	0.019933	0.000113	0.010432273
0.015385	0.019933	0.018024	0.0203	0.000113	0.010432273
0.018024	0.0203	0.019593	0.020584	0.000113	0.010432273
0.019593	0.020584	0.020713	0.0209	0.000113	0.010432273
0.020713	0.0209	0.022201	0.021321	0.000113	0.010432273
0.022201	0.021321	0.023108	0.021756	0.000113	0.010432273
0.022684	0.01459	0.022984	0.017208	0.000048	0.001882368
0.022984	0.017208	0.023429	0.019336	0.000048	0.001882368
0.023429	0.019336	0.024091	0.021018	0.000048	0.001882368
0.0253	0.026631	0.025073	0.026008	0.000116	0.010993552
0.025073	0.026008	0.022317	0.02492	0.000116	0.010993552
0.022317	0.02492	0.022295	0.024912	0.000116	0.010993552
0.022295	0.024912	0.018666	0.023821	0.000116	0.010993552
0.023953	0.025566	0.0253	0.026631	0.000109	0.009706777
0.0253	0.026631	0.025848	0.027718	0.000114	0.010617732
0.025848	0.027718	0.027398	0.030232	0.000114	0.010617732
0.027492	0.026235	0.029458	0.031366	0.000072	0.004235328
0.023694	0.027898	0.023816	0.028304	0.000102	0.008500068
0.023816	0.028304	0.024497	0.030562	0.000102	0.008500068
0.024497	0.030562	0.024601	0.031016	0.000102	0.008500068
